id,prefecture,first_name,second_name,latitude,longitude,altitude,date_terminated
hyogo__yaga-kana__yousuka,hyogo,yaga-kana,yousuka,35.3983333333,134.74,183.0,
ibaraki__atagayama-kana__atagosan____1982-05-12,ibaraki,atagayama-kana,atagosan,36.29,140.255,280.0,1982-05-12
ibaraki__bando-kana__bandow,ibaraki,bando-kana,bandow,36.035,139.893333333,16.0,
ibaraki__daigo-kana__digo,ibaraki,daigo-kana,digo,36.7783333333,140.345,120.0,
ibaraki__edogaki-kana__edsaki,ibaraki,edogaki-kana,edsaki,35.96,140.32,25.0,
ibaraki__furukawa-kana__koga,ibaraki,furukawa-kana,koga,36.2016666667,139.716666667,20.0,
ibaraki__hanazono-kana__hanazonono,ibaraki,hanazono-kana,hanazonono,36.8683333333,140.636666667,370.0,
ibaraki__hitachi-kana__hitachi,ibaraki,hitachi-kana,hitachi,36.58,140.645,34.0,
ibaraki__hitachi-omiya-kana__hitachi-oomiya,ibaraki,hitachi-omiya-kana,hitachi-oomiya,36.6066666667,140.325,95.0,
ibaraki__hokota-kana__hokota,ibaraki,hokota-kana,hokota,36.1683333333,140.526666667,32.0,
ibaraki__kakioka-kana__kakioka,ibaraki,kakioka-kana,kakioka,36.2333333333,140.188333333,27.0,
ibaraki__kamiyamayama-kana__kaminetan____1985-05-28,ibaraki,kamiyamayama-kana,kaminetan,36.6333333333,140.608333333,592.0,1985-05-28
ibaraki__kaori-kaori__kadoi,ibaraki,kaori-kaori,kadoi,36.3333333333,140.033333333,40.0,
ibaraki__kasama-kana__kasamama,ibaraki,kasama-kana,kasamama,36.395,140.24,72.0,
ibaraki__kashima-kana__kashima,ibaraki,kashima-kana,kashima,35.9633333333,140.621666667,37.0,
ibaraki__kitaibaraki-kana__kitai-baraki,ibaraki,kitaibaraki-kana,kitai-baraki,36.8333333333,140.771666667,5.0,
ibaraki__minori-kana__minori,ibaraki,minori-kana,minori,36.2366666667,140.325,25.0,
ibaraki__mito-kana__mito,ibaraki,mito-kana,mito,36.38,140.466666667,29.0,
ibaraki__mt-tsukuba__tsukubasan____2001-12-06,ibaraki,mt-tsukuba,tsukubasan,36.225,140.098333333,868.0,2001-12-06
ibaraki__nakano-kana__nakano,ibaraki,nakano-kana,nakano,36.515,140.473333333,17.0,
ibaraki__oki-kana__oh-noow,ibaraki,oki-kana,oh-noow,36.7433333333,140.593333333,395.0,
ibaraki__ryukezaki-kana__ryu-gasaki,ibaraki,ryukezaki-kana,ryu-gasaki,35.89,140.211666667,4.0,
ibaraki__shimodate-kana__shimodate,ibaraki,shimodate-kana,shimodate,36.2816666667,139.988333333,24.0,
ibaraki__shimotsuma-kana__shimozuma,ibaraki,shimotsuma-kana,shimozuma,36.1683333333,139.945,20.0,
ibaraki__takahagi-kana__takahagi,ibaraki,takahagi-kana,takahagi,36.7066666667,140.716666667,4.0,
ibaraki__tokuda-kana__tokda,ibaraki,tokuda-kana,tokda,36.7783333333,140.481666667,270.0,
ibaraki__total-total-kana__NONE,ibaraki,total-total-kana,NONE,36.1133333333,139.98,15.0,
ibaraki__tsuchiura-kana__tschiura,ibaraki,tsuchiura-kana,tschiura,36.1033333333,140.22,26.0,
ibaraki__tsukuba-tateno-kana__tsukuba-tateno,ibaraki,tsukuba-tateno-kana,tsukuba-tateno,36.0566666667,140.125,25.2,
ishikawa__hakui-kana__hakui,ishikawa,hakui-kana,hakui,36.8933333333,136.776666667,15.0,
ishikawa__hakusan-kawauchi-kana__hakusan-kawachi,ishikawa,hakusan-kawauchi-kana,hakusan-kawachi,36.3966666667,136.62,136.0,
ishikawa__hakusan-shiramine-kana__hakusan-shiramina,ishikawa,hakusan-shiramine-kana,hakusan-shiramina,36.18,136.625,470.0,
ishikawa__hole-water-cana__anamizu____2003-07-07,ishikawa,hole-water-cana,anamizu,37.2716666667,136.916666667,170.0,2003-07-07
ishikawa__kaga-sugaya-kana__kagasugatani,ishikawa,kaga-sugaya-kana,kagasugatani,36.23,136.361666667,83.0,
ishikawa__kahoku-kana__kahoku,ishikawa,kahoku-kana,kahoku,36.7116666667,136.691666667,42.0,
ishikawa__kakurajima-kana__hegurajima,ishikawa,kakurajima-kana,hegurajima,37.85,136.918333333,8.0,
ishikawa__kanayama-kana__NONE,ishikawa,kanayama-kana,NONE,36.52,136.745,420.0,
ishikawa__kanazawa-kana__kanazawa,ishikawa,kanazawa-kana,kanazawa,36.5883333333,136.633333333,5.7,
ishikawa__kihara-mt-kana__kiharadake____1998-11-10,ishikawa,kihara-mt-kana,kiharadake,37.2883333333,136.95,270.0,1998-11-10
ishikawa__komatsu-kana__komatsu,ishikawa,komatsu-kana,komatsu,36.3816666667,136.435,3.0,
ishikawa__mitsui-kana__mi,ishikawa,mitsui-kana,mi,37.2933333333,136.961666667,219.0,
ishikawa__monza-kana__monzen,ishikawa,monza-kana,monzen,37.2616666667,136.728333333,11.0,
ishikawa__nanao-kana__nanao,ishikawa,nanao-kana,nanao,37.03,136.991666667,58.0,
ishikawa__shika-kana__deer,ishikawa,shika-kana,deer,37.1433333333,136.725,6.0,
ishikawa__suzu-kana__tin,ishikawa,suzu-kana,tin,37.4466666667,137.286666667,4.0,
ishikawa__takarashi-shimizu-kana__horatoshimizu,ishikawa,takarashi-shimizu-kana,horatoshimizu,36.7883333333,136.768333333,90.0,
ishikawa__takarazanyama-katakana__hokkaido____2003-08-12,ishikawa,takarazanyama-katakana,hokkaido,36.78,136.806666667,626.0,2003-08-12
ishikawa__wajima-kana__wajima,ishikawa,wajima-kana,wajima,37.39,136.895,5.2,
iwate__aaraya-kana__araya,iwate,aaraya-kana,araya,40.1033333333,141.05,290.0,
iwate__area-kana__ku-kakai,iwate,area-kana,ku-kakai,39.65,141.353333333,760.0,
iwate__daito-kana__daito,iwate,daito-kana,daito,39.0383333333,141.296666667,140.0,
iwate__esashi-kana__esashi,iwate,esashi-kana,esashi,39.1833333333,141.161666667,42.0,
iwate__falcon-forest-katakana__gyutakamori____2003-10-21,iwate,falcon-forest-katakana,gyutakamori,39.7083333333,141.603333333,1278.0,2003-10-21
iwate__festival-kana__matsurube,iwate,festival-kana,matsurube,39.0116666667,140.865,350.0,
iwate__futari-kana__fudai,iwate,futari-kana,fudai,40.0033333333,141.883333333,8.0,
iwate__hanamaki-kana__hanamaki,iwate,hanamaki-kana,hanamaki,39.4283333333,141.135,90.0,
iwate__ichinoseki-kana__ichinoseki,iwate,ichinoseki-kana,ichinoseki,38.9333333333,141.125,32.0,
iwate__iwaizumi-kana__iwazimi,iwate,iwaizumi-kana,iwazimi,39.8466666667,141.795,105.0,
iwate__iwaki-kana__gandou____2000-09-30,iwate,iwaki-kana,gandou,39.825,141.375,678.0,2000-09-30
iwate__iwate-matsuo-kana__iwatematsu,iwate,iwate-matsuo-kana,iwatematsu,39.9516666667,141.065,275.0,
iwate__iwateyama-kana__iwateyama____2005-10-21,iwate,iwateyama-kana,iwateyama,39.84,140.95,1403.0,2005-10-21
iwate__ix-horse-cow-katakana__tsukimoni,iwate,ix-horse-cow-katakana,tsukimoni,39.4566666667,141.506666667,440.0,
iwate__kadoma-kana__kadoma____1993-10-07,iwate,kadoma-kana,kadoma,39.6333333333,141.436666667,620.0,1993-10-07
iwate__kaita-katakana__ikkatai,iwate,kaita-katakana,ikkatai,39.9733333333,141.166666667,285.0,
iwate__kakkonda-kana__kakkonda,iwate,kakkonda-kana,kakkonda,39.7766666667,140.945,350.0,
iwate__kamaishi-kana__camai,iwate,kamaishi-kana,camai,39.27,141.878333333,5.0,
iwate__kanaka-kana__taneichi,iwate,kanaka-kana,taneichi,40.4033333333,141.7,70.0,
iwate__kanegasaki-kana__kanegasaki,iwate,kanegasaki-kana,kanegasaki,39.225,141.015,170.0,
iwate__kariya-kana__kalya,iwate,kariya-kana,kalya,39.6416666667,141.773333333,140.0,
iwate__kawai-kana__kawai,iwate,kawai-kana,kawai,39.5983333333,141.681666667,192.0,
iwate__kinukawa-kana__colomogawa,iwate,kinukawa-kana,colomogawa,39.05,141.045,75.0,
iwate__kitakami-kana__kitakami,iwate,kitakami-kana,kitakami,39.2883333333,141.11,61.0,
iwate__komagatake-mountain__komagatake____2005-04-20,iwate,komagatake-mountain,komagatake,39.7333333333,140.791666667,1003.0,2005-04-20
iwate__kuji-kana__kuji,iwate,kuji-kana,kuji,40.1683333333,141.748333333,13.0,
iwate__kuromoriyama-kana__kromoriyama____1993-08-01,iwate,kuromoriyama-kana,kromoriyama,39.495,140.791666667,644.0,1993-08-01
iwate__kuzumaki-kana__kuzumuki,iwate,kuzumaki-kana,kuzumuki,40.04,141.456666667,418.0,
iwate__milk-kana__karmai,iwate,milk-kana,karmai,40.3166666667,141.473333333,153.0,
iwate__mimaki-kana__kuma,iwate,mimaki-kana,kuma,39.8683333333,141.166666667,205.0,
iwate__miyako-kana__miyako,iwate,miyako-kana,miyako,39.6466666667,141.965,42.5,
iwate__morioka-kana__morioka,iwate,morioka-kana,morioka,39.6983333333,141.165,155.2,
iwate__mt-aeda-kana__chiadakeke____2009-11-02,iwate,mt-aeda-kana,chiadakeke,39.945,140.905,1443.0,2009-11-02
iwate__mt-goshiba-kana__goyoyang____2009-11-02,iwate,mt-goshiba-kana,goyoyang,39.1766666667,141.661666667,560.0,2009-11-02
iwate__mt-kayama__dakayama____2005-10-19,iwate,mt-kayama,dakayama,39.1333333333,140.876666667,973.0,2005-10-19
iwate__muroyama-kana__muronayama____2005-10-18,iwate,muroyama-kana,muronayama,38.97,141.45,883.0,2005-10-18
iwate__ninohe-kana__ninohehe,iwate,ninohe-kana,ninohehe,40.2983333333,141.298333333,87.0,
iwate__nishidake-kana__nishidake____2009-11-02,iwate,nishidake-kana,nishidake,40.0833333333,141.173333333,1008.0,2009-11-02
iwate__ohno-kana__ohno,iwate,ohno-kana,ohno,40.2816666667,141.666666667,200.0,
iwate__okamoto-kana__omoto,iwate,okamoto-kana,omoto,39.8466666667,141.963333333,3.0,
iwate__okunaka-mountain-kana__okunakayama,iwate,okunaka-mountain-kana,okunakayama,40.06,141.225,430.0,
iwate__okushi-kana__oohasama,iwate,okushi-kana,oohasama,39.47,141.278333333,150.0,
iwate__omoriyama-kana__omoriyama____2009-11-02,iwate,omoriyama-kana,omoriyama,39.8183333333,141.52,1073.0,2009-11-02
iwate__onunato-kana__oofunat,iwate,onunato-kana,oofunat,39.0633333333,141.713333333,36.9,
iwate__orikutake-kana__olimedadake____2009-11-02,iwate,orikutake-kana,olimedadake,40.2633333333,141.375,844.0,2009-11-02
iwate__otsuchi-kana__NONE,iwate,otsuchi-kana,NONE,39.4383333333,141.806666667,120.0,
iwate__rikuzentakata-takana__rikensentakata,iwate,rikuzentakata-takana,rikensentakata,39.025,141.63,61.0,
iwate__sawauchi-kana__sawachi,iwate,sawauchi-kana,sawachi,39.5483333333,140.843333333,407.0,
iwate__seki-kana__gembi____2008-09-02,iwate,seki-kana,gembi,38.9833333333,140.911666667,230.0,2008-09-02
iwate__senju-kana__semaya,iwate,senju-kana,semaya,38.9216666667,141.33,120.0,
iwate__shimotsudo-chain-kana__shimotsukusari,iwate,shimotsudo-chain-kana,shimotsukusari,40.0833333333,141.711666667,239.0,
iwate__shinmachi-kana__shinsho,iwate,shinmachi-kana,shinsho,39.36,141.906666667,2.0,
iwate__shiwa-kana__wrinkle,iwate,shiwa-kana,wrinkle,39.5466666667,141.126666667,125.0,
iwate__shizukuishi-kana__shizukushi,iwate,shizukuishi-kana,shizukushi,39.6966666667,140.975,195.0,
iwate__sodeyama-kana__sodayama____2009-11-02,iwate,sodeyama-kana,sodayama,40.025,141.525,1144.0,2009-11-02
iwate__sumita-kana__sumita,iwate,sumita-kana,sumita,39.1416666667,141.573333333,80.0,
iwate__takizawa-kana__takizawa,iwate,takizawa-kana,takizawa,39.78,141.096666667,210.0,
iwate__tono-kana__tono,iwate,tono-kana,tono,39.3383333333,141.543333333,275.0,
iwate__toyosawa-kana__toyosawa,iwate,toyosawa-kana,toyosawa,39.48,140.968333333,300.0,
iwate__wakayanagi-kana__wakayanagi,iwate,wakayanagi-kana,wakayanagi,39.14,141.063333333,97.0,
iwate__yabukawa-kana__yabukawa,iwate,yabukawa-kana,yabukawa,39.7833333333,141.328333333,680.0,
iwate__yakushiyake-kana__yakushidake____2005-10-20,iwate,yakushiyake-kana,yakushidake,39.5283333333,141.496666667,1604.0,2005-10-20
iwate__yamada-kana__yamada,iwate,yamada-kana,yamada,39.45,141.956666667,24.0,
iwate__yamagata-kana__yamagata,iwate,yamagata-kana,yamagata,40.1483333333,141.571666667,290.0,
iwate__yonezaki-kana__yonessato,iwate,yonezaki-kana,yonessato,39.2333333333,141.31,170.0,
iwate__yuda-kana__judah,iwate,yuda-kana,judah,39.31,140.776666667,250.0,
kagawa__keiko-kuna__hiketa,kagawa,keiko-kuna,hiketa,34.2133333333,134.406666667,12.0,
kagawa__konan-kana__konan,kagawa,konan-kana,konan,34.2133333333,134.015,185.0,
kagawa__ryuoyama-kana__ryu-seung,kagawa,ryuoyama-kana,ryu-seung,34.1133333333,134.05,1040.0,
kagawa__tadotsu-kana__tadozu,kagawa,tadotsu-kana,tadozu,34.275,133.751666667,3.7,
kagawa__takada-kana__saita,kagawa,takada-kana,saita,34.0,133.771666667,65.0,
kagawa__takamatsu-kana__takamatsu,kagawa,takamatsu-kana,takamatsu,34.3166666667,134.053333333,8.7,
kagawa__takinomiya-kana__takinomiya,kagawa,takinomiya-kana,takinomiya,34.2366666667,133.923333333,60.0,
kagawa__utsumi-kana__uchinomi,kagawa,utsumi-kana,uchinomi,34.4716666667,134.273333333,20.0,
kagoshima__akune-kana__acne,kagoshima,akune-kana,acne,32.0266666667,130.2,40.1,
kagoshima__amagi-kana__amagi,kagoshima,amagi-kana,amagi,27.835,128.88,2.0,
kagoshima__authentic-cane-kana__gongengao____2009-11-20,kagoshima,authentic-cane-kana,gongengao,31.5083333333,130.463333333,397.0,2009-11-20
kagoshima__higashichiichi-kana__higashi-chiki,kagoshima,higashichiichi-kana,higashi-chiki,31.6683333333,130.328333333,40.0,
kagoshima__hikiaki-river-kana__kimotsukigawa____1977-08-09,kagoshima,hikiaki-river-kana,kimotsukigawa,31.35,130.948333333,8.0,1977-08-09
kagoshima__hirashima-kana__tirajima,kagoshima,hirashima-kana,tirajima,29.6833333333,129.528333333,97.0,
kagoshima__ibusuki-northern-latitude__NONE,kagoshima,ibusuki-northern-latitude,NONE,31.25,130.636666667,5.0,
kagoshima__izena-kana__isen,kagoshima,izena-kana,isen,27.6766666667,128.973333333,44.0,
kagoshima__kagoshima-kana__cagoshima,kagoshima,kagoshima-kana,cagoshima,31.555,130.546666667,3.9,
kagoshima__kanoya-kana__kanooya,kagoshima,kanoya-kana,kanooya,31.3916666667,130.863333333,80.0,
kagoshima__kaori-kana__kasari,kagoshima,kaori-kana,kasari,28.43,129.711666667,4.0,
kagoshima__kaseda-kana__casheda,kagoshima,kaseda-kana,casheda,31.415,130.325,9.0,
kagoshima__katakana__izumi,kagoshima,katakana,izumi,32.0933333333,130.351666667,11.0,
kagoshima__kawauchi-kana__sendai,kagoshima,kawauchi-kana,sendai,31.8333333333,130.315,5.0,
kagoshima__kikaijima-kana__kikajima,kagoshima,kikaijima-kana,kikajima,28.32,129.926666667,5.0,
kagoshima__kiki-kana__keire,kagoshima,kiki-kana,keire,31.3866666667,130.54,4.0,
kagoshima__kirishima-pastoral-fish-kana__kirishima-makizono____2013-12-25,kagoshima,kirishima-pastoral-fish-kana,kirishima-makizono,31.885,130.82,527.0,2013-12-25
kagoshima__konohara-kana__coharno____1976-03-31,kagoshima,konohara-kana,coharno,32.0,130.513333333,540.0,1976-03-31
kagoshima__kotoniya-kana__konya,kagoshima,kotoniya-kana,konya,28.1433333333,129.315,2.0,
kagoshima__liver-attachment-maeda-kana__kimotsuki-maeda,kagoshima,liver-attachment-maeda-kana,kimotsuki-maeda,31.34,130.938333333,31.0,
kagoshima__makinohara-kana__makinohara,kagoshima,makinohara-kana,makinohara,31.6616666667,130.843333333,387.0,
kagoshima__makurazaki-kana__macracazi,kagoshima,makurazaki-kana,macracazi,31.2716666667,130.291666667,29.5,
kagoshima__medium-seed-kana__nakatane,kagoshima,medium-seed-kana,nakatane,30.605,130.991666667,234.0,
kagoshima__mizotabe-kana__mizobe,kagoshima,mizotabe-kana,mizobe,31.8033333333,130.718333333,272.0,
kagoshima__mr-fuke-shimakake-kana__hoyoshidake____2009-11-20,kagoshima,mr-fuke-shimakake-kana,hoyoshidake,31.255,130.955,550.0,2009-11-20
kagoshima__nagase-kana__naze,kagoshima,nagase-kana,naze,28.3783333333,129.495,2.8,
kagoshima__naka-kana__nakakoshiki,kagoshima,naka-kana,nakakoshiki,31.835,129.866666667,10.0,
kagoshima__nakanoshima-kana__nakanoshima,kagoshima,nakanoshima-kana,nakanoshima,29.84,129.866666667,220.0,
kagoshima__okinoerabu-kana__okinoelab,kagoshima,okinoerabu-kana,okinoelab,27.4316666667,128.705,26.8,
kagoshima__okuchi-kana__ookuchi,kagoshima,okuchi-kana,ookuchi,32.0466666667,130.626666667,175.0,
kagoshima__ononaga-kana__onoyida,kagoshima,ononaga-kana,onoyida,30.235,130.555,60.0,
kagoshima__osumi-kana__oosmi,kagoshima,osumi-kana,oosmi,31.58,131.005,170.0,
kagoshima__sata-kana__sata,kagoshima,sata-kana,sata,31.0933333333,130.69,27.0,
kagoshima__satsuma-kashiwabara-kana__satsuma-kashiwabar,kagoshima,satsuma-kashiwabara-kana,satsuma-kashiwabar,31.9166666667,130.455,59.0,
kagoshima__shibushi-kana__shibushi,kagoshima,shibushi-kana,shibushi,31.4783333333,131.095,70.0,
kagoshima__shiomiyama-mountain-kana__sibisan,kagoshima,shiomiyama-mountain-kana,sibisan,31.98,130.366666667,1060.0,
kagoshima__suwanosejima-kana__swanosella,kagoshima,suwanosejima-kana,swanosella,29.61,129.705,111.0,
kagoshima__takanoga-kana__takato-horse____2009-11-20,kagoshima,takanoga-kana,takato-horse,31.5116666667,130.745,520.0,2009-11-20
kagoshima__takarajima-kana__kodakarajima,kagoshima,takarajima-kana,kodakarajima,29.225,129.328333333,10.0,
kagoshima__takarajima-kana__takarajima,kagoshima,takarajima-kana,takarajima,29.1516666667,129.201666667,33.0,
kagoshima__tanegashima-kana__thaneegasma,kagoshima,tanegashima-kana,thaneegasma,30.72,130.981666667,24.9,
kagoshima__tashiro-kana__tasillo,kagoshima,tashiro-kana,tasillo,31.1983333333,130.843333333,182.0,
kagoshima__terukita-kana__kihoku,kagoshima,terukita-kana,kihoku,31.5883333333,130.855,360.0,
kagoshima__uchinosaura-kana__uchinoura,kagoshima,uchinosaura-kana,uchinoura,31.2766666667,131.055,8.0,
kagoshima__uonogoshi-kana__NONE____1976-03-31,kagoshima,uonogoshi-kana,NONE,32.0283333333,130.711666667,460.0,1976-03-31
kagoshima__upper-middle-kana__kamininaka,kagoshima,upper-middle-kana,kamininaka,30.4066666667,130.901666667,150.0,
kagoshima__yaeyama-kana__yaeyama,kagoshima,yaeyama-kana,yaeyama,31.7466666667,130.438333333,533.0,
kagoshima__yagakidake-kana__yado-meidare____2009-11-20,kagoshima,yagakidake-kana,yado-meidare,31.8533333333,130.558333333,500.0,2009-11-20
kagoshima__yakushima-kana__yakushima,kagoshima,yakushima-kana,yakushima,30.385,130.658333333,37.3,
kagoshima__yoron-island-kana__yoronjima,kagoshima,yoron-island-kana,yoronjima,27.0433333333,128.401666667,14.0,
kagoshima__yoshike-beppu-kana__yoshigabep,kagoshima,yoshike-beppu-kana,yoshigabep,31.4616666667,130.86,100.0,
kanagawa__ebina-kana__ebina,kanagawa,ebina-kana,ebina,35.4333333333,139.386666667,18.0,
kanagawa__enoshima-kana__enosima____1992-02-08,kanagawa,enoshima-kana,enosima,35.2983333333,139.48,60.0,1992-02-08
kanagawa__hakone-kana__hakone,kanagawa,hakone-kana,hakone,35.2216666667,139.041666667,855.0,
kanagawa__hiratsuka-kana__hiratsuka,kanagawa,hiratsuka-kana,hiratsuka,35.345,139.305,20.0,
kanagawa__hiyoshi-kana__hiyoshi,kanagawa,hiyoshi-kana,hiyoshi,35.5516666667,139.65,57.0,
kanagawa__miura-kana__miura,kanagawa,miura-kana,miura,35.1783333333,139.63,42.0,
kanagawa__odawara-kana__odawara,kanagawa,odawara-kana,odawara,35.2766666667,139.155,14.0,
kanagawa__sagamihara-central-kana__sagamiharasuki,kanagawa,sagamihara-central-kana,sagamiharasuki,35.5716666667,139.37,149.0,
kanagawa__sagamiko-lake-kana__sagamiko,kanagawa,sagamiko-lake-kana,sagamiko,35.6133333333,139.193333333,188.0,
kanagawa__tanzawa-lake-kana__tanzawaco,kanagawa,tanzawa-lake-kana,tanzawaco,35.41,139.043333333,330.0,
kanagawa__tsujido-kana__tsujidou,kanagawa,tsujido-kana,tsujidou,35.32,139.45,5.0,
kanagawa__yokohama-kana__yokohama,kanagawa,yokohama-kana,yokohama,35.4383333333,139.651666667,39.1,
kochi__aki-kana__aki,kochi,aki-kana,aki,33.4883333333,133.933333333,6.0,
kochi__dogokomori-katakana__doggaori____2005-10-17,kochi,dogokomori-katakana,doggaori,33.0,132.876666667,857.0,2005-10-17
kochi__egawa-kazaki__ekawasaki,kochi,egawa-kazaki,ekawasaki,33.17,132.791666667,72.0,
kochi__funa-kana__hunato,kochi,funa-kana,hunato,33.4166666667,133.088333333,428.0,
kochi__honkawa-kana__hongawa,kochi,honkawa-kana,hongawa,33.765,133.338333333,550.0,
kochi__ikegawa-kana__ikegawa,kochi,ikegawa-kana,ikegawa,33.6083333333,133.168333333,150.0,
kochi__kochi-kana__couch,kochi,kochi-kana,couch,33.5666666667,133.548333333,0.5,
kochi__konishi-kana__gaysay____2009-11-20,kochi,konishi-kana,gaysay,33.5516666667,133.838333333,420.0,2009-11-20
kochi__kubokawa-kana__kubokawa,kochi,kubokawa-kana,kubokawa,33.2066666667,133.128333333,205.0,
kochi__large-sized-tobacco__wild,kochi,large-sized-tobacco,wild,33.6983333333,133.875,210.0,
kochi__makino-yonease__yanase,kochi,makino-yonease,yanase,33.615,134.108333333,450.0,
kochi__misaki-kana__misaki,kochi,misaki-kana,misaki,32.795,132.871666667,9.0,
kochi__motoyama-kana__motoyama,kochi,motoyama-kana,motoyama,33.7533333333,133.575,252.0,
kochi__muroto-cape-kana__murotomisaki,kochi,muroto-cape-kana,murotomisaki,33.2516666667,134.176666667,185.0,
kochi__nakamura-kana__nakamura,kochi,nakamura-kana,nakamura,32.99,132.92,8.0,
kochi__nankokushi-kana__nankoku-nishihow,kochi,nankokushi-kana,nankoku-nishihow,33.545,133.668333333,9.0,
kochi__naruyama-kana__naruyama____2009-11-20,kochi,naruyama-kana,naruyama,33.5916666667,133.4,737.0,2009-11-20
kochi__postponement-kana__sorghum,kochi,postponement-kana,sorghum,33.59,133.643333333,12.0,
kochi__saga-kana__saga,kochi,saga-kana,saga,33.0783333333,133.0,3.0,
kochi__sakawa-kana__sakawa,kochi,sakawa-kana,sakawa,33.5116666667,133.271666667,80.0,
kochi__sakihama-kana__sakihama,kochi,sakihama-kana,sakihama,33.3933333333,134.205,12.0,
kochi__shido-katakana__shigetou,kochi,shido-katakana,shigetou,33.6783333333,133.685,346.0,
kochi__shimizu-kana__shimizu,kochi,shimizu-kana,shimizu,32.7216666667,133.01,31.0,
kochi__sukumo-katakana__sukumo,kochi,sukumo-katakana,sukumo,32.92,132.695,2.2,
kochi__susaki-kana__sasaki,kochi,susaki-kana,sasaki,33.385,133.276666667,4.0,
kochi__taisho-kana__taiso,kochi,taisho-kana,taiso,33.1933333333,132.971666667,150.0,
kochi__tano-kana__tano,kochi,tano-kana,tano,33.4266666667,134.006666667,17.0,
kochi__torigatayama-kana__trigatayama,kochi,torigatayama-kana,trigatayama,33.48,133.083333333,835.0,
kochi__tropical-cana__nangok____1978-03-12,kochi,tropical-cana,nangok,33.5933333333,133.643333333,10.0,1978-03-12
kochi__yuhara-kana__yusuhara,kochi,yuhara-kana,yusuhara,33.39,132.921666667,415.0,
kumamoto__NONE__taimei,kumamoto,NONE,taimei,32.915,130.511666667,15.0,
kumamoto__aso-otomeki-kana__asoo-taime,kumamoto,aso-otomeki-kana,asoo-taime,32.94,131.04,497.0,
kumamoto__between-taniyama-kana__manotaniyama____2010-03-04,kumamoto,between-taniyama-kana,manotaniyama,32.7066666667,130.94,640.0,2010-03-04
kumamoto__chasu-cho-pass-kana__chow-stowe____2005-12-01,kumamoto,chasu-cho-pass-kana,chow-stowe,32.355,130.908333333,1060.0,2005-12-01
kumamoto__daikin-peak-kana__daikinpow____2009-11-20,kumamoto,daikin-peak-kana,daikinpow,32.5633333333,130.905,1193.0,2009-11-20
kumamoto__five-storey-kana__NONE____1981-02-12,kumamoto,five-storey-kana,NONE,32.49,130.905,580.0,1981-02-12
kumamoto__hitoyoshi-kana__humidoshi,kumamoto,hitoyoshi-kana,humidoshi,32.2166666667,130.755,145.8,
kumamoto__honna-katakana__hondo,kumamoto,honna-katakana,hondo,32.4683333333,130.18,30.0,
kumamoto__itsuki-kana__itsuki,kumamoto,itsuki-kana,itsuki,32.395,130.826666667,310.0,
kumamoto__kabuki-kana__kahoku,kumamoto,kabuki-kana,kahoku,33.115,130.691666667,119.0,
kumamoto__kasa-kana__kosa,kumamoto,kasa-kana,kosa,32.645,130.81,36.0,
kumamoto__katsuchi-kana__ishiuchi,kumamoto,katsuchi-kana,ishiuchi,32.245,130.645,120.0,
kumamoto__kikuchi-kana__kikuchi,kumamoto,kikuchi-kana,kikuchi,32.945,130.781666667,83.0,
kumamoto__kumamoto-kana__kumamoto,kumamoto,kumamoto-kana,kumamoto,32.8133333333,130.706666667,37.7,
kumamoto__kuraki-murakami__NONE____2009-11-20,kumamoto,kuraki-murakami,NONE,32.95,130.918333333,640.0,2009-11-20
kumamoto__masuki-kana__masiki,kumamoto,masuki-kana,masiki,32.8366666667,130.855,193.0,
kumamoto__matsushima-kana__matsushima,kumamoto,matsushima-kana,matsushima,32.515,130.446666667,2.0,
kumamoto__minamata-kana__minamata,kumamoto,minamata-kana,minamata,32.205,130.406666667,6.0,
kumamoto__minami-aso-kana__minamiaco,kumamoto,minami-aso-kana,minamiaco,32.8316666667,131.013333333,394.0,
kumamoto__minami-koganei-kana__minamiooguni,kumamoto,minami-koganei-kana,minamiooguni,33.1033333333,131.066666667,448.0,
kumamoto__mt-aso-mountain__asosan____2017-12-11,kumamoto,mt-aso-mountain,asosan,32.88,131.073333333,1142.3,2017-12-11
kumamoto__mt-hakurei-katakana__shiragadake____2005-12-06,kumamoto,mt-hakurei-katakana,shiragadake,32.1716666667,130.91,925.0,2005-12-06
kumamoto__naniyama-kana__ichiriyama____2005-12-01,kumamoto,naniyama-kana,ichiriyama,32.2,130.64,650.0,2005-12-01
kumamoto__tabura-kana__tanoura,kumamoto,tabura-kana,tanoura,32.3633333333,130.508333333,3.0,
kumamoto__takagi-kana__talagi,kumamoto,takagi-kana,talagi,32.295,130.95,210.0,
kumamoto__takamori-kana__takamori,kumamoto,takamori-kana,takamori,32.8216666667,131.125,555.0,
kumamoto__takarayama-kana__tawarayama____2009-11-20,kumamoto,takarayama-kana,tawarayama,32.85,130.976666667,850.0,2009-11-20
kumamoto__triangle-kana__misumi,kumamoto,triangle-kana,misumi,32.6116666667,130.478333333,60.0,
kumamoto__upper-kana__wes,kumamoto,upper-kana,wes,32.225,130.905,166.0,
kumamoto__ushito-katakana__ushubuka,kumamoto,ushito-katakana,ushubuka,32.1966666667,130.026666667,3.0,
kumamoto__uto-kana__uto,kumamoto,uto-kana,uto,32.7,130.656666667,6.0,
kumamoto__watanabe-kana__ikusayama____1977-06-20,kumamoto,watanabe-kana,ikusayama,32.1266666667,130.721666667,850.0,1977-06-20
